name,race,pick_name,pick_index,pick_race,same_race
August,Black,Skylar,0,Black,True
August,Black,Skylar,0,Multiracial,False
August,Black,Juniper,5,Asian,False
August,Hispanic,Emery,4,Hispanic,True
August,Hispanic,Emery,4,Black,False
August,Hispanic,Emery,4,Multiracial,False
August,Hispanic,Skylar,0,White,False
August,Hispanic,Juniper,5,Indigenous,False
August,Hispanic,Azari,1,Hispanic,True
August,Hispanic,Skylar,0,Multiracial,False
August,Hispanic,Justice,3,Hispanic,True
August,White,Amari,2,Multiracial,False
August,White,Juniper,5,Hispanic,False
August,White,Emery,4,Multiracial,False
August,White,Skylar,0,White,True
August,White,Skylar,0,Hispanic,False
August,White,Skylar,0,Black,False
August,White,Skylar,0,Multiracial,False
August,White,Azari,1,Multiracial,False
August,Asian,Skylar,0,Arab,False
August,Asian,Juniper,5,Hispanic,False
August,Asian,Juniper,5,Black,False
August,Asian,Skylar,0,White,False
August,Asian,Skylar,0,Hispanic,False
August,Asian,Emery,4,Pacific Islander,False
August,Asian,Emery,4,Asian,True
August,Asian,Juniper,5,Asian,True
August,Pacific Islander,Juniper,5,White,False
August,Pacific Islander,Skylar,0,Pacific Islander,True
August,Pacific Islander,Skylar,0,Asian,False
August,Pacific Islander,Juniper,5,Multiracial,False
August,Pacific Islander,Juniper,5,Indigenous,False
August,Pacific Islander,Juniper,5,Arab,False
August,Pacific Islander,Juniper,5,Pacific Islander,True
August,Pacific Islander,Juniper,5,Asian,False
August,Arab,Skylar,0,Arab,True
August,Arab,Skylar,0,Pacific Islander,False
August,Arab,Emery,4,Multiracial,False
August,Arab,Juniper,5,Multiracial,False
August,Arab,Emery,4,Arab,True
August,Arab,Juniper,5,Arab,True
August,Arab,Skylar,0,Multiracial,False
August,Arab,Peyton,7,Arab,True
Remington,Hispanic,Emery,1,Hispanic,True
Remington,Hispanic,Kai,0,Asian,False
Remington,Hispanic,Kai,0,White,False
Remington,Hispanic,Kai,0,Black,False
Remington,Hispanic,Parker,5,Hispanic,True
Remington,Hispanic,Emery,1,Indigenous,False
Remington,Hispanic,Emery,1,Multiracial,False
Remington,Hispanic,Kai,0,Hispanic,True
Remington,Pacific Islander,Kai,0,Arab,False
Remington,Pacific Islander,Kai,0,Asian,False
Remington,Pacific Islander,Ira,4,Pacific Islander,True
Remington,Pacific Islander,Emery,1,White,False
Remington,Pacific Islander,Kai,0,Indigenous,False
Remington,Pacific Islander,Emery,1,Indigenous,False
Remington,Pacific Islander,Kai,0,Pacific Islander,True
Remington,Pacific Islander,Emery,1,Pacific Islander,True
Remington,Multiracial,Kai,0,Arab,False
Remington,Multiracial,Rowan,2,Hispanic,False
Remington,Multiracial,Kai,0,White,False
Remington,Multiracial,Kai,0,Black,False
Remington,Multiracial,Kai,0,Indigenous,False
Remington,Multiracial,Kai,0,Multiracial,True
Remington,Multiracial,Kai,0,Pacific Islander,False
Remington,Multiracial,Kai,0,Hispanic,False
Remington,Indigenous,Rowan,2,Pacific Islander,False
Remington,Indigenous,Kai,0,Asian,False
Remington,Indigenous,Reese,6,Indigenous,True
Remington,Indigenous,Kai,0,Black,False
Remington,Indigenous,Kai,0,Indigenous,True
Remington,Indigenous,Emery,1,Indigenous,True
Remington,Indigenous,Kai,0,Pacific Islander,False
Remington,Indigenous,Frankie,3,Indigenous,True
Remington,Black,Kai,0,Arab,False
Remington,Black,Kai,0,Asian,False
Remington,Black,Kai,0,White,False
Remington,Black,Kai,0,Black,True
Remington,Black,Kai,0,Indigenous,False
Remington,Black,Kai,0,Multiracial,False
Remington,Black,Kai,0,Pacific Islander,False
Remington,Black,Kai,0,Hispanic,False
Remington,White,Kai,0,Arab,False
Remington,White,Kai,0,Asian,False
Remington,White,Kai,0,White,True
Remington,White,Kai,0,Black,False
Remington,White,Kai,0,Indigenous,False
Remington,White,Kai,0,Multiracial,False
Remington,White,Kai,0,Pacific Islander,False
Remington,White,Kai,0,Hispanic,False
Remington,Asian,Kai,0,Arab,False
Remington,Asian,Emery,1,Arab,False
Remington,Asian,Kai,0,White,False
Remington,Asian,Kai,0,Black,False
Remington,Asian,Kai,0,Indigenous,False
Remington,Asian,Kai,0,Multiracial,False
Remington,Asian,Emery,1,Multiracial,False
Remington,Asian,Reese,6,Asian,True
Remington,Arab,Kai,0,Arab,True
Remington,Arab,Emery,1,Arab,True
Remington,Arab,Kai,0,White,False
Remington,Arab,Reese,6,Multiracial,False
Remington,Arab,Kai,0,Indigenous,False
Remington,Arab,Ira,4,Asian,False
Remington,Arab,Frankie,3,Black,False
Remington,Arab,Kai,0,Hispanic,False
